student_id,age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,exercise_frequency,mental_health_rating,exam_score,diet_quality_ord,internet_quality_ord,parental_education_level_ord,gender_Male,gender_Other,part_time_job_Yes,extracurricular_participation_Yes,study_attendance_interaction,total_social_hours,social_to_study_ratio,sleep_study_ratio
S1090,24,4.0,2.3,2.5,74.7,7.8,6,1,77.8,1,2,2,True,False,False,False,298.8,4.8,0.96,1.56
S1091,20,4.8,4.3,2.1,80.6,4.7,5,2,63.4,1,1,1,False,False,False,False,386.87999999999994,6.4,1.103448275862069,0.810344827586207
S1092,18,0.5,0.8,2.5,97.9,4.1,4,3,43.9,0,2,1,True,False,True,False,48.95,3.3,2.1999999999999997,2.733333333333333
S1093,22,4.1,2.5,3.0,85.1,5.8,4,5,70.2,2,2,0,True,False,False,False,348.90999999999997,5.5,1.0784313725490198,1.1372549019607843
S1094,22,5.3,1.0,2.2,72.6,4.5,0,8,81.3,1,1,1,False,False,False,False,384.78,3.2,0.507936507936508,0.7142857142857143
S1095,22,1.7,2.9,2.0,97.5,6.0,0,6,50.2,2,2,1,True,False,False,False,165.75,4.9,1.8148148148148149,2.222222222222222
S1096,18,6.0,3.6,0.8,92.3,7.1,0,3,87.9,2,2,1,False,False,False,False,553.8,4.4,0.6285714285714287,1.0142857142857142
S1097,20,4.1,2.0,1.0,90.4,5.4,5,6,80.9,2,1,2,True,False,False,False,370.64,3.0,0.5882352941176471,1.058823529411765
S1098,22,2.4,0.0,3.1,92.2,4.8,3,7,63.9,2,2,2,True,False,False,True,221.28,3.1,0.911764705882353,1.411764705882353
S1099,21,3.4,2.7,3.4,100.0,6.6,1,6,65.6,2,2,1,True,False,False,False,340.0,6.1,1.3863636363636362,1.4999999999999998
S1100,23,4.3,3.0,1.5,100.0,7.5,5,10,93.2,2,1,0,True,False,False,True,430.0,4.5,0.8490566037735849,1.4150943396226416
S1101,18,3.6,3.0,1.9,78.1,4.5,6,6,74.0,2,1,2,True,False,False,False,281.15999999999997,4.9,1.065217391304348,0.9782608695652175
S1102,18,4.3,4.0,0.8,100.0,7.5,0,1,60.8,1,1,0,True,False,False,False,430.0,4.8,0.9056603773584906,1.4150943396226416
S1103,20,2.1,1.2,3.1,88.8,7.5,4,3,50.4,2,1,3,True,False,False,False,186.48,4.3,1.3870967741935483,2.4193548387096775
S1104,18,3.8,3.3,2.5,90.0,7.6,5,7,74.3,2,2,2,True,False,False,False,342.0,5.8,1.2083333333333333,1.5833333333333333
S1105,18,1.4,3.9,3.9,68.1,8.0,4,4,32.8,2,1,1,True,False,True,True,95.33999999999999,7.8,3.25,3.3333333333333335
S1106,22,3.3,0.4,0.8,83.3,9.1,6,4,82.3,2,2,1,True,False,False,True,274.89,1.2000000000000002,0.2790697674418605,2.116279069767442
S1107,20,2.1,2.9,1.4,76.9,6.1,4,7,60.4,1,1,0,True,False,False,False,161.49,4.3,1.3870967741935483,1.9677419354838708
S1108,22,2.4,1.9,2.1,93.3,6.6,4,9,60.0,0,1,1,False,False,False,True,223.92,4.0,1.1764705882352942,1.9411764705882353
S1109,23,5.4,2.4,2.5,95.7,6.0,2,2,77.5,1,2,1,False,False,False,False,516.7800000000001,4.9,0.765625,0.9375
S1110,24,5.1,2.9,1.6,64.3,6.5,3,9,86.5,1,1,2,True,False,False,True,327.92999999999995,4.5,0.7377049180327869,1.0655737704918034
S1111,23,4.4,1.9,0.8,84.8,8.3,1,3,76.9,2,1,1,False,False,False,False,373.12,2.7,0.5,1.537037037037037
S1112,24,1.9,1.7,2.8,96.2,4.9,1,6,43.9,1,0,2,False,False,False,True,182.78,4.5,1.5517241379310345,1.6896551724137934
S1113,22,3.0,2.5,2.6,83.1,5.5,0,4,51.3,1,1,2,True,False,False,False,249.29999999999998,5.1,1.275,1.375
S1114,23,5.3,1.2,0.8,92.3,8.2,2,1,83.3,1,1,1,False,False,False,False,489.18999999999994,2.0,0.31746031746031744,1.3015873015873014
S1115,20,3.7,1.2,3.3,88.5,7.7,5,9,82.7,0,2,0,False,False,False,False,327.45,4.5,0.9574468085106382,1.6382978723404256
S1116,17,7.0,3.3,3.1,88.4,6.1,5,6,94.8,2,1,0,True,False,False,True,618.8000000000001,6.4,0.8,0.7625
S1117,22,4.1,1.1,1.9,82.3,7.5,1,8,80.8,2,2,0,True,False,False,False,337.42999999999995,3.0,0.5882352941176471,1.4705882352941178
S1118,24,3.8,3.3,1.9,72.8,6.9,3,2,58.3,0,2,2,False,False,False,True,276.64,5.199999999999999,1.0833333333333333,1.4375000000000002
S1119,21,3.0,3.1,2.4,73.8,8.3,4,7,66.3,1,1,1,False,False,True,False,221.39999999999998,5.5,1.375,2.075
S1120,24,3.7,0.4,0.9,92.1,6.6,6,6,87.9,1,1,2,True,False,False,False,340.77,1.3,0.2765957446808511,1.404255319148936
S1121,21,3.3,1.7,1.8,85.2,7.7,0,2,60.5,0,2,1,True,False,False,False,281.15999999999997,3.5,0.813953488372093,1.7906976744186047
S1122,18,4.6,3.9,0.0,83.6,9.7,3,2,84.8,0,2,1,True,False,False,False,384.55999999999995,3.9,0.6964285714285715,1.7321428571428572
S1123,23,4.9,1.3,2.8,80.8,7.2,1,4,77.0,2,1,2,False,False,False,False,395.92,4.1,0.6949152542372881,1.2203389830508473
S1124,21,2.3,1.9,0.1,81.9,6.6,2,4,61.7,1,1,2,False,False,False,False,188.37,2.0,0.6060606060606061,2.0
S1125,24,1.5,3.1,3.5,95.5,7.4,0,3,44.0,1,1,1,True,False,False,False,143.25,6.6,2.6399999999999997,2.96
S1126,18,0.7,3.4,1.4,81.6,6.1,1,8,42.4,0,0,1,True,False,True,False,57.11999999999999,4.8,2.823529411764706,3.5882352941176467
S1127,17,4.3,2.2,1.6,71.6,9.4,5,7,88.0,2,2,2,False,False,False,False,307.87999999999994,3.8000000000000003,0.7169811320754718,1.7735849056603774
S1128,20,1.8,1.8,1.1,92.4,6.7,0,2,48.7,2,2,1,True,False,False,False,166.32000000000002,2.9000000000000004,1.0357142857142858,2.3928571428571432
S1129,20,0.3,4.2,1.5,83.0,6.2,1,3,26.8,2,1,1,True,False,False,True,24.9,5.7,4.384615384615385,4.769230769230769
S1130,20,4.1,4.6,3.4,85.3,5.5,5,10,81.6,0,2,2,False,False,False,False,349.72999999999996,8.0,1.5686274509803924,1.0784313725490198
S1131,21,7.2,3.7,0.0,100.0,7.8,6,9,100.0,2,2,1,False,False,False,False,720.0,3.7,0.451219512195122,0.951219512195122
S1132,17,3.5,2.6,3.2,84.8,7.5,5,5,74.0,1,1,2,False,False,True,True,296.8,5.800000000000001,1.288888888888889,1.6666666666666667
S1133,21,4.8,1.5,2.2,87.9,5.9,4,2,78.4,1,0,2,False,False,False,True,421.92,3.7,0.6379310344827587,1.017241379310345
S1134,23,3.6,1.5,0.5,73.2,7.2,2,3,70.7,1,2,2,True,False,False,False,263.52000000000004,2.0,0.4347826086956522,1.565217391304348
S1135,21,3.4,3.1,0.6,82.8,4.7,4,8,74.3,1,2,2,True,False,False,False,281.52,3.7,0.8409090909090908,1.0681818181818181
S1136,17,4.9,3.0,3.6,91.1,6.7,1,4,67.6,2,2,2,False,False,False,False,446.39,6.6,1.11864406779661,1.135593220338983
S1137,17,3.1,4.2,0.8,69.4,7.0,6,2,64.7,2,0,2,True,False,False,False,215.14000000000001,5.0,1.2195121951219514,1.707317073170732
S1138,23,3.9,3.3,0.5,87.0,8.5,3,2,64.1,1,1,3,True,False,False,False,339.3,3.8,0.7755102040816325,1.7346938775510203
S1139,17,4.0,0.7,3.1,86.0,5.6,6,6,83.5,2,0,1,True,False,False,False,344.0,3.8,0.76,1.1199999999999999
S1140,24,2.5,3.8,2.2,85.4,5.0,6,8,63.4,2,2,1,True,False,False,False,213.5,6.0,1.7142857142857142,1.4285714285714286
S1141,17,5.0,1.3,0.8,95.4,5.4,6,7,96.2,2,2,2,True,False,False,False,477.0,2.1,0.35000000000000003,0.9
S1142,20,3.2,2.0,2.0,88.3,4.9,4,4,65.4,1,0,2,True,False,False,True,282.56,4.0,0.9523809523809523,1.1666666666666667
S1143,24,2.4,2.8,0.7,99.8,8.1,3,2,62.0,1,2,0,True,False,False,False,239.51999999999998,3.5,1.0294117647058825,2.3823529411764706
S1144,24,4.3,4.9,3.0,75.1,8.4,5,9,74.0,1,2,3,True,False,False,True,322.92999999999995,7.9,1.4905660377358492,1.5849056603773586
S1145,23,2.2,6.2,3.0,86.4,6.9,1,4,46.7,2,2,0,False,False,False,False,190.08000000000004,9.2,2.8749999999999996,2.15625
S1146,19,3.5,3.2,2.4,85.8,8.0,2,9,75.5,0,2,2,False,False,False,False,300.3,5.6,1.2444444444444445,1.7777777777777777
S1147,19,3.5,2.3,2.2,74.3,6.7,3,5,78.1,1,0,2,False,False,False,True,260.05,4.5,1.0,1.488888888888889
S1148,17,5.1,3.1,3.7,94.6,6.4,1,7,85.2,1,2,3,False,False,False,False,482.4599999999999,6.800000000000001,1.1147540983606559,1.0491803278688525
S1149,24,4.2,3.6,1.8,100.0,6.1,3,5,75.4,1,0,0,False,False,True,False,420.0,5.4,1.0384615384615385,1.173076923076923
S1150,19,3.5,2.1,0.5,84.8,6.1,4,2,64.2,2,1,2,True,False,True,False,296.8,2.6,0.5777777777777778,1.3555555555555554
S1151,19,4.7,4.7,2.3,90.1,4.6,1,6,69.7,2,2,1,False,False,False,False,423.46999999999997,7.0,1.2280701754385965,0.8070175438596491
S1152,17,5.6,2.8,4.1,85.8,6.8,4,7,90.3,2,2,1,False,False,False,False,480.47999999999996,6.8999999999999995,1.0454545454545454,1.0303030303030303
S1153,19,4.3,3.1,0.7,77.9,6.5,0,6,81.4,2,1,0,False,False,False,False,334.97,3.8,0.7169811320754716,1.2264150943396226
S1154,21,3.5,3.3,1.4,66.8,7.4,1,3,65.0,1,2,2,True,False,False,False,233.79999999999998,4.699999999999999,1.0444444444444443,1.6444444444444446
S1155,18,1.5,3.0,2.3,77.9,6.6,3,10,57.3,1,2,1,True,False,False,False,116.85000000000001,5.3,2.12,2.6399999999999997
S1156,23,1.9,3.5,1.7,71.1,6.3,0,8,57.7,1,2,1,True,False,True,False,135.08999999999997,5.2,1.793103448275862,2.1724137931034484
S1157,18,3.0,1.8,0.7,100.0,5.5,4,3,56.7,0,0,2,True,False,False,False,300.0,2.5,0.625,1.375
S1158,17,2.6,1.8,3.0,83.8,6.6,4,5,62.3,1,2,2,False,False,False,True,217.88,4.8,1.3333333333333333,1.8333333333333333
S1159,20,3.2,1.2,4.4,81.5,7.4,3,9,77.9,2,1,2,False,False,False,False,260.8,5.6000000000000005,1.3333333333333335,1.7619047619047619
S1160,23,3.6,3.0,2.0,93.9,5.1,0,5,65.2,1,1,3,True,False,False,False,338.04,5.0,1.0869565217391306,1.108695652173913
S1161,17,4.3,3.4,0.8,73.8,6.6,6,7,76.8,2,1,1,False,True,False,False,317.34,4.2,0.7924528301886793,1.2452830188679245
S1162,24,3.4,3.0,0.1,77.3,6.8,5,7,83.8,1,1,3,False,False,False,False,262.82,3.1,0.7045454545454545,1.5454545454545452
S1163,20,4.2,4.5,2.1,85.7,5.6,2,5,70.6,0,2,3,True,False,False,False,359.94000000000005,6.6,1.2692307692307692,1.0769230769230769
S1164,18,3.6,2.5,3.0,95.3,5.8,3,2,63.1,0,1,1,True,False,False,True,343.08,5.5,1.1956521739130437,1.2608695652173914
S1165,17,0.5,3.3,2.3,90.0,6.8,4,5,39.0,1,2,1,True,False,False,False,45.0,5.6,3.733333333333333,4.533333333333333
S1166,24,2.1,1.2,1.8,87.5,5.1,1,7,66.7,1,1,1,True,False,False,False,183.75,3.0,0.9677419354838709,1.6451612903225805
S1167,23,3.3,2.0,1.2,85.8,6.9,0,7,72.2,0,2,1,True,False,True,False,283.14,3.2,0.744186046511628,1.6046511627906979
S1168,23,1.7,3.3,0.6,89.0,5.4,5,4,50.1,1,2,2,True,False,False,True,151.29999999999998,3.9,1.4444444444444444,2.0
S1169,22,4.4,3.5,2.7,87.0,7.8,2,1,62.4,1,2,2,True,False,True,False,382.8,6.2,1.1481481481481481,1.4444444444444444
S1170,24,5.8,2.1,2.8,74.7,9.3,1,6,96.6,1,2,2,True,False,False,False,433.26,4.9,0.7205882352941178,1.3676470588235297
S1171,21,5.3,2.4,0.1,85.5,5.5,0,3,85.8,2,2,2,False,False,False,True,453.15,2.5,0.39682539682539686,0.873015873015873
S1172,19,3.2,0.7,3.5,74.3,7.1,5,5,68.3,2,2,1,True,False,False,False,237.76,4.2,1.0,1.6904761904761902
S1173,20,5.7,2.1,2.4,85.8,5.6,3,4,83.8,1,2,3,False,False,False,True,489.06,4.5,0.6716417910447761,0.835820895522388
S1174,24,3.7,3.6,3.3,80.2,7.7,5,2,69.3,2,0,1,True,False,True,False,296.74,6.9,1.4680851063829787,1.6382978723404256
S1175,22,3.0,3.2,0.3,100.0,5.0,3,7,65.3,2,2,3,False,True,False,False,300.0,3.5,0.875,1.25
S1176,19,2.6,3.1,0.3,84.6,7.1,6,5,77.5,2,1,1,True,False,False,True,219.95999999999998,3.4,0.9444444444444444,1.972222222222222
S1177,19,3.0,2.6,1.6,71.0,5.5,0,7,55.0,1,1,3,True,False,False,True,213.0,4.2,1.05,1.375
S1178,17,2.9,2.5,2.4,83.7,6.3,5,9,65.2,0,2,0,False,True,True,False,242.73,4.9,1.2564102564102566,1.6153846153846154
S1179,19,3.8,1.7,3.8,90.2,5.3,2,4,58.1,2,1,1,False,False,False,False,342.76,5.5,1.1458333333333335,1.1041666666666667
S1180,21,3.7,3.3,2.6,100.0,7.5,5,5,69.2,1,2,0,False,False,True,False,370.0,5.9,1.2553191489361701,1.5957446808510638
S1181,23,3.5,3.0,1.5,79.1,5.5,0,9,67.4,2,1,2,True,False,True,False,276.84999999999997,4.5,1.0,1.2222222222222223
S1182,22,4.2,3.1,0.7,69.2,7.2,1,10,79.9,2,0,3,True,False,False,False,290.64000000000004,3.8,0.7307692307692307,1.3846153846153846
S1183,19,5.3,1.9,3.2,93.2,6.1,1,4,85.7,1,1,1,False,False,False,True,493.96,5.1,0.8095238095238095,0.9682539682539683
